date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:40:19	11439/11439	---M--	200	added ('OK')	image/jpeg	etag:%222caf-519e0cf53facc%22	http://medicure-html.cmsmasters.net/images/male-doctor-710400-300x169.jpg	C:/My%20Web%20Sites/Medicare/medicure-html.cmsmasters.net/images/male-doctor-710400-300x169.jpg	(from http://medicure-html.cmsmasters.net/widgets.html)
02:40:19	10816/10816	---M--	200	added ('OK')	image/jpeg	etag:%222a40-519e0cf6bdc34%22	http://medicure-html.cmsmasters.net/images/female-practitioner-s-710400-1-300x168.jpg	C:/My%20Web%20Sites/Medicare/medicure-html.cmsmasters.net/images/female-practitioner-s-710400-1-300x168.jpg	(from http://medicure-html.cmsmasters.net/widgets.html)
02:40:20	1648/1648	---M-Z	200	added ('OK')	text/css	etag:%22670-519e0cfc16331-gzip%22	http://medicure-html.cmsmasters.net/css/styles/jquery.isotope.css	C:/My%20Web%20Sites/Medicare/medicure-html.cmsmasters.net/css/styles/jquery.isotope.css	(from http://medicure-html.cmsmasters.net/service_four.html)
02:40:20	28642/28642	---M-Z	200	added ('OK')	text/html	etag:%226fe2-519e0cefa39c2-gzip%22	http://medicure-html.cmsmasters.net/service_four_2.html	C:/My%20Web%20Sites/Medicare/medicure-html.cmsmasters.net/service_four_2.html	(from http://medicure-html.cmsmasters.net/service_four.html)
02:40:21	15958/15958	---M-Z	200	added ('OK')	application/javascript	etag:%223e56-519e0cf87c0fa-gzip%22	http://medicure-html.cmsmasters.net/js/jquery.isotope.min.js	C:/My%20Web%20Sites/Medicare/medicure-html.cmsmasters.net/js/jquery.isotope.min.js	(from http://medicure-html.cmsmasters.net/service_four.html)
02:40:22	3171/3171	---M-Z	200	added ('OK')	application/javascript	etag:%22c63-519e0d009170a-gzip%22	http://medicure-html.cmsmasters.net/js/jquery.isotope.run.js	C:/My%20Web%20Sites/Medicare/medicure-html.cmsmasters.net/js/jquery.isotope.run.js	(from http://medicure-html.cmsmasters.net/service_four.html)
02:40:22	15461/15461	---M--	200	added ('OK')	image/jpeg	etag:%223c65-519e0cf77ee1d%22	http://medicure-html.cmsmasters.net/images/smiling-doctor-with-chin-on-hand-s-710400-300x168.jpg	C:/My%20Web%20Sites/Medicare/medicure-html.cmsmasters.net/images/smiling-doctor-with-chin-on-hand-s-710400-300x168.jpg	(from http://medicure-html.cmsmasters.net/widgets.html)
02:40:26	24748/24748	---M--	200	added ('OK')	image/jpeg	etag:%2260ac-519e0d016d2bd%22	http://medicure-html.cmsmasters.net/images/successful-physician-s-440x440.jpg	C:/My%20Web%20Sites/Medicare/medicure-html.cmsmasters.net/images/successful-physician-s-440x440.jpg	(from http://medicure-html.cmsmasters.net/service_three.html)
02:40:28	37172/37172	---M--	200	added ('OK')	image/jpeg	etag:%229134-519e0cf1e021a%22	http://medicure-html.cmsmasters.net/images/chemist-at-work-710400-440x440.jpg	C:/My%20Web%20Sites/Medicare/medicure-html.cmsmasters.net/images/chemist-at-work-710400-440x440.jpg	(from http://medicure-html.cmsmasters.net/service_three.html)
02:40:34	47417/47417	---M--	200	added ('OK')	image/jpeg	etag:%22b939-519e0cf306d0b%22	http://medicure-html.cmsmasters.net/images/happy-baby-s-555x370.jpg	C:/My%20Web%20Sites/Medicare/medicure-html.cmsmasters.net/images/happy-baby-s-555x370.jpg	(from http://medicure-html.cmsmasters.net/service_two.html)
02:40:34	33576/33576	---M--	200	added ('OK')	image/jpeg	etag:%228328-519e0cf87c8ca%22	http://medicure-html.cmsmasters.net/images/ultrasound-s-555x370.jpg	C:/My%20Web%20Sites/Medicare/medicure-html.cmsmasters.net/images/ultrasound-s-555x370.jpg	(from http://medicure-html.cmsmasters.net/service_two.html)
02:40:40	34041/34041	---M--	200	added ('OK')	image/jpeg	etag:%2284f9-519e0cf13828c%22	http://medicure-html.cmsmasters.net/images/biochemical-research-s-555x370.jpg	C:/My%20Web%20Sites/Medicare/medicure-html.cmsmasters.net/images/biochemical-research-s-555x370.jpg	(from http://medicure-html.cmsmasters.net/service_two.html)
02:40:42	44796/44796	---M--	200	added ('OK')	image/jpeg	etag:%22aefc-519e0cf2d9e48%22	http://medicure-html.cmsmasters.net/images/consultation-s-1-555x370.jpg	C:/My%20Web%20Sites/Medicare/medicure-html.cmsmasters.net/images/consultation-s-1-555x370.jpg	(from http://medicure-html.cmsmasters.net/service_two.html)
02:40:46	35122/35122	---M--	200	added ('OK')	image/jpeg	etag:%228932-519e0d0020281%22	http://medicure-html.cmsmasters.net/images/stethoscope-on-clipboard-s-555x370.jpg	C:/My%20Web%20Sites/Medicare/medicure-html.cmsmasters.net/images/stethoscope-on-clipboard-s-555x370.jpg	(from http://medicure-html.cmsmasters.net/service_two.html)
02:40:48	34240/34240	---M--	200	added ('OK')	image/jpeg	etag:%2285c0-519e0cf54b265%22	http://medicure-html.cmsmasters.net/images/male-doctor-555x370.jpg	C:/My%20Web%20Sites/Medicare/medicure-html.cmsmasters.net/images/male-doctor-555x370.jpg	(from http://medicure-html.cmsmasters.net/service_two.html)
02:40:54	51047/51047	---M--	200	added ('OK')	image/jpeg	etag:%22c767-519e0cfa9cc01%22	http://medicure-html.cmsmasters.net/images/stethoscope-on-clipboard-s-710400-710x400.jpg	C:/My%20Web%20Sites/Medicare/medicure-html.cmsmasters.net/images/stethoscope-on-clipboard-s-710400-710x400.jpg	(from http://medicure-html.cmsmasters.net/blog.html)
02:40:56	52774/52774	---M--	200	added ('OK')	image/jpeg	etag:%22ce26-519e0cf33ad18%22	http://medicure-html.cmsmasters.net/images/doctor-at-the-gym-710400-710x400.jpg	C:/My%20Web%20Sites/Medicare/medicure-html.cmsmasters.net/images/doctor-at-the-gym-710400-710x400.jpg	(from http://medicure-html.cmsmasters.net/blog.html)
02:41:04	46725/46725	---M--	200	added ('OK')	image/jpeg	etag:%22b685-519e0cf944043%22	http://medicure-html.cmsmasters.net/images/Young-attractive-man-710400-710x399.jpg	C:/My%20Web%20Sites/Medicare/medicure-html.cmsmasters.net/images/Young-attractive-man-710400-710x399.jpg	(from http://medicure-html.cmsmasters.net/blog.html)
02:41:05	64367/64367	---M--	200	added ('OK')	image/jpeg	etag:%22fb6f-519e0cf3c05db%22	http://medicure-html.cmsmasters.net/images/consultation-s-710400-710x399.jpg	C:/My%20Web%20Sites/Medicare/medicure-html.cmsmasters.net/images/consultation-s-710400-710x399.jpg	(from http://medicure-html.cmsmasters.net/blog.html)
02:41:14	59252/59252	---M--	200	added ('OK')	image/jpeg	etag:%22e774-519e0cf62df60%22	http://medicure-html.cmsmasters.net/images/happy-baby-s-710400-710x400.jpg	C:/My%20Web%20Sites/Medicare/medicure-html.cmsmasters.net/images/happy-baby-s-710400-710x400.jpg	(from http://medicure-html.cmsmasters.net/blog.html)
02:41:16	63811/63811	---M--	200	added ('OK')	image/jpeg	etag:%22f943-519e0cf5d70b9%22	http://medicure-html.cmsmasters.net/images/stethoscope-on-clipboard-s-710400-820x465.jpg	C:/My%20Web%20Sites/Medicare/medicure-html.cmsmasters.net/images/stethoscope-on-clipboard-s-710400-820x465.jpg	(from http://medicure-html.cmsmasters.net/diagnosis_clinic.html)
02:41:20	116048/116048	---M-Z	200	added ('OK')	application/javascript	etag:%22fcfcfefce63fcac7da93bf4a4bc48233+gzip%22	http://platform.twitter.com/widgets.js	C:/My%20Web%20Sites/Medicare/platform.twitter.com/widgets.js	(from http://medicure-html.cmsmasters.net/diagnosis_clinic.html)
02:41:20	936/936	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Jun%202016%2017:17:12%20GMT	http://assets.pinterest.com/images/PinExt.png	C:/My%20Web%20Sites/Medicare/assets.pinterest.com/images/PinExt.png	(from http://medicure-html.cmsmasters.net/diagnosis_clinic.html)
02:41:20	355/355	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2020%20Apr%202017%2020:35:35%20GMT	http://assets.pinterest.com/js/pinit.js	C:/My%20Web%20Sites/Medicare/assets.pinterest.com/js/pinit.js	(from http://medicure-html.cmsmasters.net/diagnosis_clinic.html)
02:41:21	200015/200015	---M-Z	200	added ('OK')	application/x-javascript	etag:%227295cdbdb5df093503f744f3e3414cfc%22	http://connect.facebook.net/en_US/all.js	C:/My%20Web%20Sites/Medicare/connect.facebook.net/en_US/all.js	(from http://medicure-html.cmsmasters.net/diagnosis_clinic.html)
02:41:23	8995/8995	---M--	200	added ('OK')	image/jpeg	etag:%222323-519e0cf75c36a%22	http://medicure-html.cmsmasters.net/images/happy-baby-s-150x150.jpg	C:/My%20Web%20Sites/Medicare/medicure-html.cmsmasters.net/images/happy-baby-s-150x150.jpg	(from http://medicure-html.cmsmasters.net/diagnosis_clinic.html)
02:41:24	7316/7316	---M--	200	added ('OK')	image/jpeg	etag:%221c94-519e0cf6f3f69%22	http://medicure-html.cmsmasters.net/images/smiling-doctor-with-chin-on-hand-s-150x150.jpg	C:/My%20Web%20Sites/Medicare/medicure-html.cmsmasters.net/images/smiling-doctor-with-chin-on-hand-s-150x150.jpg	(from http://medicure-html.cmsmasters.net/diagnosis_clinic.html)
02:41:26	7285/7285	---M--	200	added ('OK')	image/jpeg	etag:%221c75-519e0cf12af9b%22	http://medicure-html.cmsmasters.net/images/biochemical-research-s-150x150.jpg	C:/My%20Web%20Sites/Medicare/medicure-html.cmsmasters.net/images/biochemical-research-s-150x150.jpg	(from http://medicure-html.cmsmasters.net/diagnosis_clinic.html)
02:41:26	40307/40307	---MC-	200	added ('OK')	application/javascript	date:Fri,%2021%20Apr%202017%2006:41:11%20GMT	https://apis.google.com/js/plusone.js	C:/My%20Web%20Sites/Medicare/apis.google.com/js/plusone.js	(from http://medicure-html.cmsmasters.net/diagnosis_clinic.html)
02:41:27	9655/9655	---M--	200	added ('OK')	image/jpeg	etag:%2225b7-519e0cf307cab%22	http://medicure-html.cmsmasters.net/images/consultation-s-1-150x150.jpg	C:/My%20Web%20Sites/Medicare/medicure-html.cmsmasters.net/images/consultation-s-1-150x150.jpg	(from http://medicure-html.cmsmasters.net/diagnosis_clinic.html)
02:41:27	7598/7598	---M--	200	added ('OK')	image/jpeg	etag:%221dae-519e0cf44fec7%22	http://medicure-html.cmsmasters.net/images/male-doctor-150x150.jpg	C:/My%20Web%20Sites/Medicare/medicure-html.cmsmasters.net/images/male-doctor-150x150.jpg	(from http://medicure-html.cmsmasters.net/diagnosis_clinic.html)
02:41:28	5566/5566	---M--	200	added ('OK')	image/jpeg	etag:%2215be-519e0d00f7fb3%22	http://medicure-html.cmsmasters.net/images/successful-physician-s-2-150x150.jpg	C:/My%20Web%20Sites/Medicare/medicure-html.cmsmasters.net/images/successful-physician-s-2-150x150.jpg	(from http://medicure-html.cmsmasters.net/diagnosis_clinic.html)
02:41:29	8201/8201	---M--	200	added ('OK')	image/jpeg	etag:%222009-519e0cffbd470%22	http://medicure-html.cmsmasters.net/images/img/PF-placeholder.jpg	C:/My%20Web%20Sites/Medicare/medicure-html.cmsmasters.net/images/img/PF-placeholder.jpg	(from http://medicure-html.cmsmasters.net/diagnosis_clinic.html)
02:41:30	6686/6686	---M--	200	added ('OK')	image/jpeg	etag:%221a1e-519e0cf627db8%22	http://medicure-html.cmsmasters.net/images/female-practitioner-s-11-150x150.jpg	C:/My%20Web%20Sites/Medicare/medicure-html.cmsmasters.net/images/female-practitioner-s-11-150x150.jpg	(from http://medicure-html.cmsmasters.net/diagnosis_clinic.html)
02:41:31	760287/760287	---M--	200	added ('OK')	image/jpeg	etag:%22b99df-519e0cf79d27f%22	http://medicure-html.cmsmasters.net/images/doctor9161.jpg	C:/My%20Web%20Sites/Medicare/medicure-html.cmsmasters.net/images/doctor9161.jpg	(from http://medicure-html.cmsmasters.net/lsidebar.html)
02:41:31	7711/7711	---M--	200	added ('OK')	image/jpeg	etag:%221e1f-519e0cff54c87%22	http://medicure-html.cmsmasters.net/images/img/PF-aside.jpg	C:/My%20Web%20Sites/Medicare/medicure-html.cmsmasters.net/images/img/PF-aside.jpg	(from http://medicure-html.cmsmasters.net/openpost.html)
02:41:32	6065/6065	---M--	200	added ('OK')	image/jpeg	etag:%2217b1-519e0cf1b71d7%22	http://medicure-html.cmsmasters.net/images/color-blocks-1-150x150.jpg	C:/My%20Web%20Sites/Medicare/medicure-html.cmsmasters.net/images/color-blocks-1-150x150.jpg	(from http://medicure-html.cmsmasters.net/openpost.html)
02:41:34	47648/47648	---M--	200	added ('OK')	image/jpeg	etag:%22ba20-519e0cf5bcad6%22	http://medicure-html.cmsmasters.net/images/male-doctor-710400-820x465.jpg	C:/My%20Web%20Sites/Medicare/medicure-html.cmsmasters.net/images/male-doctor-710400-820x465.jpg	(from http://medicure-html.cmsmasters.net/dr_michael_linden.html)
02:41:38	879139/879139	---M--	200	added ('OK')	image/jpeg	etag:%22d6a23-519e0cf784bdd%22	http://medicure-html.cmsmasters.net/images/doctors-9161.jpg	C:/My%20Web%20Sites/Medicare/medicure-html.cmsmasters.net/images/doctors-9161.jpg	(from http://medicure-html.cmsmasters.net/lsidebar.html)
02:41:38	305/305	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2021%20Apr%202017%2006:41:33%20GMT	http://medicure-html.cmsmasters.net/restserver.php	C:/My%20Web%20Sites/Medicare/medicure-html.cmsmasters.net/restserver.116.delayed	(from http://connect.facebook.net/en_US/all.js)
02:41:39	355/355	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2021%20Apr%202017%2006:41:33%20GMT	http://medicure-html.cmsmasters.net/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/	C:/My%20Web%20Sites/Medicare/medicure-html.cmsmasters.net/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/index.html	(from http://connect.facebook.net/en_US/all.js)
02:41:39	298/298	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2021%20Apr%202017%2006:41:34%20GMT	http://medicure-html.cmsmasters.net/dialog/	C:/My%20Web%20Sites/Medicare/medicure-html.cmsmasters.net/dialog/index.html	(from http://connect.facebook.net/en_US/all.js)
